0.0000E+00   0.00000E+00
1.0000E-01   3.24915E+00
2.0000E-01   4.52398E+00
3.0000E-01   6.15452E+00
4.0000E-01   3.23721E+00
5.0000E-01   1.78811E+00
6.0000E-01   1.51118E+00
7.0000E-01   1.50640E+00
8.0000E-01   9.88352E-01
9.0000E-01   1.16979E-01
1.0000E+00   3.31838E-01
1.1000E+00   2.91254E-01
1.2000E+00   8.59437E-02
1.3000E+00   6.20704E-02
1.4000E+00   2.62606E-02
1.5000E+00   0.00000E+00
1.6000E+00   0.00000E+00
1.7000E+00   0.00000E+00
1.8000E+00   0.00000E+00
1.9000E+00   0.00000E+00
2.0000E+00   0.00000E+00
2.1000E+00   0.00000E+00
2.2000E+00   0.00000E+00
2.3000E+00   0.00000E+00
2.4000E+00   0.00000E+00
2.5000E+00   0.00000E+00
2.6000E+00   0.00000E+00
2.7000E+00   0.00000E+00
2.8000E+00   0.00000E+00
2.9000E+00   0.00000E+00
3.0000E+00   0.00000E+00
3.1000E+00   0.00000E+00
3.2000E+00   0.00000E+00
3.3000E+00   0.00000E+00
3.4000E+00   0.00000E+00
3.5000E+00   0.00000E+00
3.6000E+00   0.00000E+00
3.7000E+00   0.00000E+00
3.8000E+00   0.00000E+00
3.9000E+00   0.00000E+00
4.0000E+00   0.00000E+00
4.1000E+00   0.00000E+00
4.2000E+00   0.00000E+00
4.3000E+00   0.00000E+00
4.4000E+00   0.00000E+00
4.5000E+00   0.00000E+00
4.6000E+00   0.00000E+00
4.7000E+00   0.00000E+00
4.8000E+00   0.00000E+00
4.9000E+00   0.00000E+00
5.0000E+00   0.00000E+00
